year,0,1,2,3,4,7,8,5,6,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
State,Total,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Coahuila de Zaragoza,Colima,Distrito Federal,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas
1997,0.90,-1,1.34,0.23,0.45,2.10,1.74,-1,6.96,-1,0.27,0.68,2.45,1.28,2.35,-1,3.44,1.35,-1,0.21,1.53,-1,1.09,0.24,0.47,1.26,0.79,0.85,0.15,-1,0.74,-1,0.07
1998,1.04,0.82,1.84,0.68,-1,0.68,1.19,-1,-1,1.77,0.47,0.79,2.50,1.44,-1,-1,5.07,2.55,0.11,0.03,0.97,-1,2.81,-1,0.93,2.54,1.41,1.57,0.45,-1,1.02,-1,1.68
1999,3.40,0.91,1.74,0.44,-1,2.89,1.57,-1,-1,2.43,0.67,0.82,1.99,1.26,2.84,16.05,4.69,3.61,0.32,0.59,1.83,-1,1.11,-1,0.63,3.03,1.16,1.85,0.15,-1,1.01,-1,-1
2000,1.16,0.50,1.88,2.14,-1,1.68,0.54,-1,-1,2.48,2.27,0.51,2.17,0.46,2.35,-1,3.29,3.08,0.21,0.63,2.34,-1,0.84,-1,0.79,3.03,1.22,1.06,0.07,-1,0.61,-1,-1
2001,1.31,0.78,2.13,1.25,0.42,2.74,0.95,-1,-1,2.27,1.19,1.06,2.99,1.29,2.47,-1,3.06,3.79,-1,0.84,2.77,-1,1.65,-1,0.50,3.23,0.73,1.50,-1,-1,0.81,-1,-1
2002,1.58,1.25,3.33,4.44,0.14,2.55,1.58,-1,-1,3.22,1.11,1.00,2.30,0.86,3.79,-1,3.86,6.63,-1,0.78,2.73,-1,0.50,0.59,0.54,3.54,0.72,1.23,0.31,-1,0.97,-1,-1
2003,1.82,1.22,3.89,2.74,-1,2.43,1.23,-1,-1,4.31,1.75,1.60,2.38,1.63,3.87,-1,3.25,6.79,0.21,1.24,3.66,-1,1.28,0.95,0.82,4.37,0.62,0.92,0.30,-1,1.42,-1,-1
2004,2.28,0.93,5.34,3.40,-1,2.86,1.12,-1,-1,5.87,3.22,2.74,3.16,1.45,3.74,-1,3.51,9.14,-1,1.81,5.00,-1,2.04,2.28,3.29,1.95,1.38,1.43,0.26,-1,1.72,-1,-1
2005,2.78,2.10,9.75,16.64,-1,2.48,1.56,-1,-1,5.22,7.53,4.41,0.94,3.67,5.00,-1,2.50,16.83,0.50,1.71,4.16,-1,3.43,2.64,4.28,2.68,1.56,-1,0.46,-1,2.50,-1,-1
2006,2.91,2.69,11.05,12.39,-1,1.88,1.87,-1,-1,4.25,5.36,2.25,1.08,3.24,6.80,-1,2.68,25.58,0.10,1.86,6.26,-1,2.50,1.87,5.60,1.87,1.77,1.58,0.73,-1,2.13,-1,0.90
2007,2.84,3.35,7.10,7.70,-1,2.60,1.16,-1,-1,4.73,4.05,2.16,1.31,2.42,5.72,-1,4.27,11.23,0.10,0.80,10.10,-1,2.00,3.28,8.95,1.74,1.78,2.76,1.73,-1,2.92,-1,1.51
2008,4.37,4.42,10.37,9.25,-1,1.66,7.69,-1,-1,9.74,5.90,3.42,1.69,5.37,8.44,-1,6.76,13.97,0.09,0.88,8.57,-1,1.91,8.48,13.07,2.30,1.52,6.40,2.72,-1,5.11,-1,2.37
2009,5.61,4.68,13.79,13.88,-1,1.49,11.74,3.24,-1,10.11,5.52,6.18,2.02,5.85,8.99,-1,8.17,36.19,0.09,1.23,14.51,-1,2.04,8.58,10.97,2.62,0.97,12.29,4.65,-1,4.84,-1,1.07
2010,5.35,3.51,15.69,9.39,-1,1.92,4.91,2.30,-1,12.49,15.87,4.71,1.54,4.57,12.74,-1,3.89,33.94,0.09,1.06,9.82,-1,1.89,11.77,7.07,3.58,1.10,8.61,3.21,-1,4.55,0.05,1.72
2011,3.97,9.38,10.87,7.43,-1,1.79,6.69,2.09,1.79,8.41,6.39,3.94,2.45,2.45,6.35,-1,4.13,12.48,-1,1.27,3.10,0.05,1.44,10.53,8.99,5.04,1.01,6.70,4.65,-1,5.13,1.39,2.96
2012,6.22,6.89,12.05,11.22,1.85,2.34,4.75,2.73,0.73,13.25,5.03,9.23,3.80,2.06,6.36,6.45,7.61,14.05,-1,4.03,3.64,7.56,2.09,15.90,5.61,4.44,1.32,6.32,4.50,-1,5.69,1.82,4.10
2013,6.92,3.35,10.32,17.13,9.54,2.87,4.43,3.60,3.87,10.85,4.74,8.18,4.94,4.53,10.20,10.19,5.76,21.34,-1,5.77,4.37,4.25,0.77,13.74,4.40,3.89,1.19,8.05,6.50,-1,5.82,4.02,4.19
2014*,3.92,2.05,6.70,3.24,4.70,2.64,0.52,2.60,1.69,5.48,2.40,0.47,3.36,2.71,6.75,4.68,5.35,15.86,0.08,5.47,1.91,1.89,0.20,14.18,2.57,2.87,0.41,5.04,6.97,0.48,2.64,1.86,3.07
