year,0,1,2,3,4,7,8,5,6,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
State,Total,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Coahuila de Zaragoza,Colima,Distrito Federal,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas
1997,1.08,0.73,1.21,0.23,-1,1.13,1.07,-1,2.63,0.25,0.07,0.26,1.85,0.21,1.77,0.30,2.70,0.39,0.98,0.13,1.92,0.46,0.20,0.97,-1,0.94,0.32,16.89,-1,-1,0.11,2.38,3.15
1998,0.75,0.62,3.02,1.14,0.89,0.30,0.63,0.13,0.74,0.74,0.40,0.39,1.40,0.30,1.55,0.20,1.85,0.45,0.32,0.39,1.49,0.53,0.33,0.81,-1,1.05,0.27,3.97,-1,0.10,0.08,-1,2.10
1999,0.59,0.20,0.93,1.10,0.87,0.91,0.10,-1,0.55,1.34,0.34,0.22,1.09,0.55,0.48,0.28,1.51,0.57,2.69,0.03,2.13,0.23,0.39,0.78,0.08,1.52,0.31,-1,0.15,-1,0.11,-1,-1
2000,0.59,0.10,1.84,0.21,-1,0.67,0.17,-1,0.18,1.58,1.40,0.16,1.30,0.25,0.41,0.50,0.70,2.20,0.75,0.05,0.27,0.32,0.32,0.32,0.04,1.18,1.66,-1,0.47,-1,0.06,-1,0.28
2001,0.49,-1,0.95,0.42,0.28,0.71,0.07,-1,0.18,1.65,0.60,0.15,1.36,0.17,0.21,0.58,0.72,1.37,0.74,0.10,0.05,0.21,0.06,1.23,0.25,0.97,0.21,-1,0.25,-1,0.10,-1,0.07
2002,0.42,0.19,0.81,-1,-1,0.28,0.13,0.08,0.18,1.60,0.59,0.21,0.86,0.16,0.24,0.61,0.57,0.37,1.15,0.07,0.16,0.22,0.06,-1,0.08,0.46,0.29,-1,0.14,-1,0.14,-1,-1
2003,0.39,-1,0.72,-1,0.13,0.30,0.19,-1,0.35,1.51,0.71,0.08,0.70,0.24,0.19,0.58,0.47,0.61,0.10,0.12,0.16,0.17,0.06,-1,0.04,0.53,0.33,-1,0.17,-1,0.22,-1,0.14
2004,0.30,0.37,0.32,0.19,0.27,0.11,0.09,0.04,0.17,1.61,0.19,0.11,0.33,0.24,0.19,0.32,0.19,0.54,0.10,0.14,0.13,0.13,0.06,0.09,0.16,0.26,0.12,-1,-1,-1,0.18,-1,0.21
